R_Fighter,R_KD,R_Sub. att,R_Rev.,R_Ctrl,B_Fighter,B_KD,B_Sub. att,B_Rev.,B_Ctrl,Winner,Division,Title_Bout,Event,Method,Round,Time,Date,Location,R_Sig. str._Landed,R_Sig. str._Attempted,R_Total str._Landed,R_Total str._Attempted,R_Td_Landed,R_Td_Attempted,R_Head_Landed,R_Head_Attempted,R_Body_Landed,R_Body_Attempted,R_Leg_Landed,R_Leg_Attempted,R_Distance_Landed,R_Distance_Attempted,R_Clinch_Landed,R_Clinch_Attempted,R_Ground_Landed,R_Ground_Attempted,B_Sig. str._Landed,B_Sig. str._Attempted,B_Total str._Landed,B_Total str._Attempted,B_Td_Landed,B_Td_Attempted,B_Head_Landed,B_Head_Attempted,B_Body_Landed,B_Body_Attempted,B_Leg_Landed,B_Leg_Attempted,B_Distance_Landed,B_Distance_Attempted,B_Clinch_Landed,B_Clinch_Attempted,B_Ground_Landed,B_Ground_Attempted
Ali AlQaisi,0,1,0,6.0,Tony Kelley,0,4,0,1.9300000000000002,Blue,Bantamweight,0,UFC Fight Night: Moraes vs. Sandhagen,Decision - Unanimous,3,5:00,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",29.0,67.0,58.0,103.0,5.0,15.0,12.0,42.0,3.0,6.0,14.0,19.0,27.0,61.0,1.0,3.0,1.0,3.0,23.0,62.0,61.0,109.0,0.0,0.0,11.0,43.0,5.0,9.0,7.0,10.0,21.0,58.0,2.0,4.0,0.0,0.0
Giga Chikadze,1,0,0,0.48,Omar Morales,0,0,0,1.07,Red,Featherweight,0,UFC Fight Night: Moraes vs. Sandhagen,Decision - Unanimous,3,5:00,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",65.0,157.0,69.0,163.0,0.0,1.0,32.0,117.0,24.0,28.0,9.0,12.0,54.0,134.0,0.0,2.0,11.0,21.0,34.0,128.0,35.0,130.0,0.0,0.0,23.0,111.0,7.0,11.0,4.0,6.0,34.0,125.0,0.0,0.0,0.0,3.0
Tracy Cortez,0,0,0,9.97,Stephanie Egger,0,0,1,2.12,Red,Women's Bantamweight,0,UFC Fight Night: Moraes vs. Sandhagen,Decision - Unanimous,3,5:00,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",20.0,42.0,66.0,109.0,3.0,5.0,11.0,28.0,3.0,6.0,6.0,8.0,9.0,24.0,0.0,2.0,11.0,16.0,10.0,32.0,27.0,70.0,1.0,6.0,6.0,24.0,0.0,2.0,4.0,6.0,8.0,29.0,2.0,3.0,0.0,0.0
Bruno Silva,0,0,0,2.35,Tagir Ulanbekov,0,0,0,3.7800000000000002,Blue,Flyweight,0,UFC Fight Night: Moraes vs. Sandhagen,Decision - Unanimous,3,5:00,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",47.0,114.0,59.0,134.0,4.0,8.0,20.0,81.0,10.0,12.0,17.0,21.0,40.0,104.0,7.0,10.0,0.0,0.0,46.0,122.0,69.0,152.0,5.0,11.0,38.0,110.0,3.0,5.0,5.0,7.0,45.0,119.0,1.0,3.0,0.0,0.0
Holly Holm,0,0,0,5.27,Irene Aldana,0,0,0,0.05,Red,Women's Bantamweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,5,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",154.0,301.0,187.0,342.0,5.0,14.0,81.0,214.0,56.0,68.0,17.0,19.0,140.0,272.0,1.0,1.0,13.0,28.0,69.0,185.0,92.0,210.0,0.0,0.0,38.0,128.0,12.0,30.0,19.0,27.0,65.0,181.0,4.0,4.0,0.0,0.0
Yorgan De Castro,0,0,0,3.22,Carlos Felipe,0,0,0,1.47,Blue,Heavyweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",48.0,100.0,113.0,174.0,0.0,1.0,24.0,72.0,8.0,11.0,16.0,17.0,48.0,99.0,0.0,1.0,0.0,0.0,78.0,177.0,88.0,187.0,0.0,0.0,39.0,127.0,28.0,38.0,11.0,12.0,65.0,161.0,13.0,16.0,0.0,0.0
Germaine de Randamie,0,2,0,0.8,Julianna Pena,0,0,0,5.92,Red,Women's Bantamweight,0,UFC Fight Night: Holm vs. Aldana,Submission,3,3:25,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",37.0,91.0,57.0,119.0,0.0,0.0,32.0,86.0,5.0,5.0,0.0,0.0,32.0,84.0,4.0,6.0,1.0,1.0,27.0,91.0,58.0,125.0,3.0,6.0,19.0,79.0,7.0,10.0,1.0,2.0,18.0,75.0,2.0,2.0,7.0,14.0
Kyler Phillips,0,0,0,2.42,Cameron Else,0,0,0,0.05,Red,Bantamweight,0,UFC Fight Night: Holm vs. Aldana,KO/TKO,2,0:44,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",32.0,78.0,34.0,80.0,2.0,2.0,22.0,63.0,5.0,8.0,5.0,7.0,13.0,41.0,0.0,0.0,19.0,37.0,11.0,30.0,20.0,43.0,0.0,0.0,4.0,20.0,6.0,8.0,1.0,2.0,10.0,28.0,0.0,0.0,1.0,2.0
Dequan Townsend,0,0,0,0.3,Dusko Todorovic,0,0,0,3.42,Blue,Middleweight,0,UFC Fight Night: Holm vs. Aldana,KO/TKO,2,3:15,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",13.0,41.0,21.0,49.0,0.0,0.0,5.0,28.0,6.0,11.0,2.0,2.0,10.0,38.0,3.0,3.0,0.0,0.0,85.0,134.0,109.0,167.0,1.0,2.0,66.0,114.0,11.0,12.0,8.0,8.0,39.0,67.0,17.0,20.0,29.0,47.0
Carlos Condit,1,0,0,0.03,Court McGee,0,0,0,0.0,Red,Welterweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",88.0,230.0,88.0,230.0,0.0,0.0,50.0,173.0,17.0,34.0,21.0,23.0,87.0,228.0,0.0,0.0,1.0,2.0,84.0,182.0,84.0,182.0,0.0,0.0,9.0,73.0,28.0,51.0,47.0,58.0,84.0,182.0,0.0,0.0,0.0,0.0
Charles Jourdain,0,3,0,2.85,Josh Culibao,1,0,0,2.4699999999999998,Draw,Featherweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Split,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",44.0,101.0,68.0,126.0,0.0,0.0,17.0,63.0,10.0,19.0,17.0,19.0,34.0,81.0,0.0,0.0,10.0,20.0,46.0,124.0,51.0,130.0,0.0,7.0,19.0,78.0,22.0,40.0,5.0,6.0,40.0,115.0,2.0,2.0,4.0,7.0
Jordan Williams,0,0,0,2.4,Nassourdine Imavov,0,4,0,4.85,Blue,Middleweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",30.0,98.0,62.0,137.0,0.0,3.0,25.0,88.0,4.0,9.0,1.0,1.0,23.0,88.0,7.0,10.0,0.0,0.0,68.0,110.0,81.0,126.0,1.0,8.0,50.0,90.0,13.0,14.0,5.0,6.0,48.0,83.0,12.0,13.0,8.0,14.0
Loma Lookboonmee,0,0,0,1.38,Jinh Yu Frey,0,0,0,2.57,Red,Women's Strawweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",80.0,137.0,85.0,142.0,0.0,1.0,27.0,61.0,35.0,56.0,18.0,20.0,42.0,86.0,38.0,50.0,0.0,1.0,26.0,61.0,39.0,75.0,1.0,4.0,21.0,49.0,4.0,8.0,1.0,4.0,13.0,47.0,13.0,14.0,0.0,0.0
Casey Kenney,0,0,0,0.0,Alatengheili,0,0,0,0.0,Red,Bantamweight,0,UFC Fight Night: Holm vs. Aldana,Decision - Unanimous,3,5:00,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",109.0,263.0,109.0,263.0,0.0,1.0,57.0,192.0,41.0,58.0,11.0,13.0,109.0,261.0,0.0,2.0,0.0,0.0,46.0,171.0,46.0,171.0,0.0,0.0,26.0,140.0,11.0,20.0,9.0,11.0,46.0,171.0,0.0,0.0,0.0,0.0
Luigi Vendramini,1,0,0,0.03,Jessin Ayari,0,0,0,0.0,Red,Lightweight,0,UFC Fight Night: Holm vs. Aldana,KO/TKO,1,1:12,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",13.0,23.0,14.0,24.0,0.0,1.0,11.0,21.0,1.0,1.0,1.0,1.0,11.0,18.0,0.0,0.0,2.0,5.0,2.0,10.0,2.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0
Israel Adesanya,1,0,0,0.15,Paulo Costa,0,0,0,0.02,Red,Middleweight,1,UFC 253: Adesanya vs. Costa,KO/TKO,2,3:59,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",55.0,84.0,55.0,84.0,0.0,0.0,24.0,51.0,5.0,6.0,26.0,27.0,45.0,71.0,2.0,3.0,8.0,10.0,12.0,26.0,12.0,26.0,0.0,0.0,2.0,13.0,7.0,8.0,3.0,5.0,12.0,26.0,0.0,0.0,0.0,0.0
Dominick Reyes,0,0,0,0.0,Jan Blachowicz,1,0,0,0.05,Blue,Light Heavyweight,1,UFC 253: Adesanya vs. Costa,KO/TKO,2,4:36,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21.0,51.0,21.0,51.0,0.0,0.0,9.0,35.0,2.0,5.0,10.0,11.0,21.0,51.0,0.0,0.0,0.0,0.0,41.0,89.0,41.0,89.0,0.0,0.0,25.0,70.0,6.0,9.0,10.0,10.0,37.0,83.0,1.0,2.0,3.0,4.0
Kai Kara-France,1,0,0,1.52,Brandon Royval,2,1,0,1.52,Blue,Flyweight,0,UFC 253: Adesanya vs. Costa,Submission,2,0:48,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",22.0,38.0,22.0,39.0,0.0,1.0,12.0,28.0,1.0,1.0,9.0,9.0,21.0,35.0,1.0,3.0,0.0,0.0,39.0,71.0,51.0,85.0,0.0,0.0,27.0,56.0,7.0,9.0,5.0,6.0,34.0,64.0,4.0,6.0,1.0,1.0
Ketlen Vieira,0,0,0,2.45,Sijara Eubanks,0,0,0,0.65,Red,Women's Bantamweight,0,UFC 253: Adesanya vs. Costa,Decision - Unanimous,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",68.0,171.0,93.0,203.0,2.0,5.0,65.0,165.0,3.0,6.0,0.0,0.0,66.0,169.0,2.0,2.0,0.0,0.0,69.0,149.0,72.0,152.0,0.0,1.0,34.0,102.0,22.0,34.0,13.0,13.0,65.0,143.0,2.0,3.0,2.0,3.0
Hakeem Dawodu,0,0,0,0.0,Zubaira Tukhugov,0,0,0,2.05,Red,Featherweight,0,UFC 253: Adesanya vs. Costa,Decision - Split,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",69.0,136.0,70.0,137.0,0.0,0.0,31.0,80.0,14.0,21.0,24.0,35.0,69.0,136.0,0.0,0.0,0.0,0.0,35.0,93.0,40.0,98.0,1.0,7.0,31.0,88.0,4.0,5.0,0.0,0.0,34.0,92.0,0.0,0.0,1.0,1.0
Brad Riddell,0,0,0,1.4,Alex Da Silva,0,1,1,5.28,Red,Lightweight,0,UFC 253: Adesanya vs. Costa,Decision - Unanimous,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",67.0,166.0,86.0,185.0,1.0,6.0,47.0,142.0,13.0,16.0,7.0,8.0,61.0,158.0,5.0,7.0,1.0,1.0,54.0,112.0,70.0,133.0,3.0,9.0,35.0,91.0,10.0,12.0,9.0,9.0,49.0,105.0,4.0,6.0,1.0,1.0
Diego Sanchez,0,0,0,0.0,Jake Matthews,1,0,0,4.87,Blue,Welterweight,0,UFC 253: Adesanya vs. Costa,Decision - Unanimous,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",25.0,81.0,38.0,95.0,0.0,1.0,12.0,57.0,4.0,12.0,9.0,12.0,23.0,77.0,0.0,0.0,2.0,4.0,72.0,148.0,93.0,174.0,1.0,2.0,69.0,145.0,3.0,3.0,0.0,0.0,42.0,97.0,1.0,1.0,29.0,50.0
Shane Young,0,0,0,0.0,Ludovit Klein,1,0,0,0.05,Blue,Featherweight,0,UFC 253: Adesanya vs. Costa,KO/TKO,1,1:16,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,9.0,13.0,9.0,13.0,0.0,0.0,6.0,10.0,3.0,3.0,0.0,0.0,8.0,12.0,0.0,0.0,1.0,1.0
William Knight,0,1,1,6.65,Aleksa Camur,0,0,0,5.43,Red,Light Heavyweight,0,UFC 253: Adesanya vs. Costa,Decision - Unanimous,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",38.0,54.0,58.0,77.0,4.0,5.0,29.0,40.0,3.0,6.0,6.0,8.0,10.0,24.0,9.0,9.0,19.0,21.0,17.0,30.0,59.0,72.0,1.0,4.0,8.0,18.0,8.0,11.0,1.0,1.0,9.0,22.0,8.0,8.0,0.0,0.0
Juan Espino,0,1,0,2.6,Jeff Hughes,0,0,0,0.0,Red,Heavyweight,0,UFC 253: Adesanya vs. Costa,Submission,1,3:48,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10.0,17.0,21.0,29.0,5.0,7.0,9.0,14.0,1.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,8.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Khadis Ibragimov,0,1,1,1.5,Danilo Marques,0,0,0,7.27,Blue,Light Heavyweight,0,UFC 253: Adesanya vs. Costa,Decision - Unanimous,3,5:00,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",19.0,46.0,36.0,65.0,0.0,0.0,16.0,43.0,1.0,1.0,2.0,2.0,12.0,37.0,3.0,3.0,4.0,6.0,16.0,22.0,19.0,26.0,4.0,16.0,7.0,12.0,6.0,7.0,3.0,3.0,15.0,20.0,0.0,1.0,1.0,1.0
Colby Covington,0,0,0,12.02,Tyron Woodley,0,0,0,0.23,Red,Welterweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,5,1:19,2020-09-19,"Las Vegas, Nevada, USA",78.0,143.0,232.0,311.0,3.0,8.0,47.0,106.0,22.0,28.0,9.0,9.0,43.0,101.0,19.0,20.0,16.0,22.0,34.0,83.0,67.0,116.0,1.0,1.0,14.0,58.0,15.0,20.0,5.0,5.0,26.0,74.0,8.0,9.0,0.0,0.0
Donald Cerrone,0,0,0,0.83,Niko Price,0,0,0,0.78,No Contest,Welterweight,0,UFC Fight Night: Covington vs. Woodley,Overturned,3,5:00,2020-09-19,"Las Vegas, Nevada, USA",113.0,230.0,113.0,230.0,0.0,5.0,69.0,181.0,38.0,43.0,6.0,6.0,101.0,216.0,11.0,13.0,1.0,1.0,150.0,312.0,167.0,330.0,0.0,1.0,80.0,225.0,30.0,42.0,40.0,45.0,129.0,284.0,18.0,24.0,3.0,4.0
Khamzat Chimaev,1,0,0,0.03,Gerald Meerschaert,0,0,0,0.0,Red,Middleweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,1,0:17,2020-09-19,"Las Vegas, Nevada, USA",4.0,6.0,4.0,6.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Johnny Walker,0,0,1,0.67,Ryan Spann,2,0,0,1.77,Red,Light Heavyweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,1,2:43,2020-09-19,"Las Vegas, Nevada, USA",26.0,30.0,30.0,34.0,0.0,0.0,24.0,27.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,22.0,25.0,7.0,13.0,10.0,16.0,2.0,2.0,7.0,13.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,4.0,6.0
Mackenzie Dern,0,5,1,1.75,Randa Markos,0,0,0,1.6,Red,Women's Strawweight,0,UFC Fight Night: Covington vs. Woodley,Submission,1,3:44,2020-09-19,"Las Vegas, Nevada, USA",9.0,13.0,11.0,17.0,0.0,0.0,6.0,10.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,7.0,7.0,3.0,5.0,7.0,10.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
Kevin Holland,0,0,0,3.58,Darren Stewart,0,0,0,4.15,Red,Middleweight,0,UFC Fight Night: Covington vs. Woodley,Decision - Split,3,5:00,2020-09-19,"Las Vegas, Nevada, USA",74.0,129.0,163.0,223.0,0.0,3.0,54.0,101.0,9.0,13.0,11.0,15.0,62.0,112.0,11.0,15.0,1.0,2.0,57.0,110.0,97.0,159.0,3.0,8.0,26.0,74.0,6.0,7.0,25.0,29.0,33.0,69.0,6.0,8.0,18.0,33.0
Jordan Espinosa,0,0,0,0.0,David Dvorak,0,0,0,0.07,Blue,Flyweight,0,UFC Fight Night: Covington vs. Woodley,Decision - Unanimous,3,5:00,2020-09-19,"Las Vegas, Nevada, USA",50.0,162.0,50.0,162.0,0.0,1.0,16.0,119.0,14.0,20.0,20.0,23.0,47.0,156.0,3.0,6.0,0.0,0.0,68.0,146.0,69.0,147.0,0.0,1.0,30.0,90.0,8.0,19.0,30.0,37.0,61.0,135.0,7.0,11.0,0.0,0.0
Mirsad Bektic,0,0,0,9.4,Damon Jackson,0,7,1,0.93,Blue,Featherweight,0,UFC Fight Night: Covington vs. Woodley,Submission,3,1:21,2020-09-19,"Las Vegas, Nevada, USA",13.0,21.0,76.0,102.0,7.0,9.0,9.0,16.0,1.0,2.0,3.0,3.0,4.0,10.0,0.0,1.0,9.0,10.0,12.0,26.0,20.0,34.0,0.0,0.0,10.0,23.0,2.0,3.0,0.0,0.0,2.0,12.0,3.0,3.0,7.0,11.0
Mayra Bueno Silva,0,1,0,0.0,Mara Romero Borella,0,0,0,2.0,Red,Women's Flyweight,0,UFC Fight Night: Covington vs. Woodley,Submission,1,2:29,2020-09-19,"Las Vegas, Nevada, USA",2.0,7.0,3.0,8.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,21.0,1.0,2.0,5.0,7.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,2.0,2.0
Jessica-Rose Clark,0,0,0,8.3,Sarah Alpar,0,0,0,3.4699999999999998,Red,Women's Bantamweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,3,4:21,2020-09-19,"Las Vegas, Nevada, USA",76.0,106.0,124.0,175.0,1.0,1.0,66.0,95.0,9.0,10.0,1.0,1.0,15.0,30.0,25.0,29.0,36.0,47.0,12.0,30.0,26.0,44.0,2.0,11.0,3.0,15.0,3.0,6.0,6.0,9.0,12.0,30.0,0.0,0.0,0.0,0.0
Darrick Minner,0,1,0,0.12,TJ Laramie,0,0,0,0.38,Red,Featherweight,0,UFC Fight Night: Covington vs. Woodley,Submission,1,0:52,2020-09-19,"Las Vegas, Nevada, USA",15.0,17.0,18.0,20.0,0.0,0.0,1.0,3.0,13.0,13.0,1.0,1.0,2.0,4.0,13.0,13.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Journey Newson,0,0,0,0.0,Randy Costa,1,0,0,0.03,Blue,Bantamweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,1,0:41,2020-09-19,"Las Vegas, Nevada, USA",1.0,5.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0
Andre Ewell,0,0,0,0.8,Irwin Rivera,0,0,1,0.3,Red,Bantamweight,0,UFC Fight Night: Covington vs. Woodley,Decision - Split,3,5:00,2020-09-19,"Las Vegas, Nevada, USA",123.0,299.0,124.0,301.0,0.0,0.0,78.0,226.0,36.0,64.0,9.0,9.0,119.0,293.0,4.0,6.0,0.0,0.0,81.0,176.0,85.0,180.0,1.0,9.0,49.0,134.0,14.0,24.0,18.0,18.0,74.0,164.0,1.0,4.0,6.0,8.0
Tyson Nam,1,0,0,0.38,Jerome Rivera,0,0,0,0.0,Red,Bantamweight,0,UFC Fight Night: Covington vs. Woodley,KO/TKO,2,0:34,2020-09-19,"Las Vegas, Nevada, USA",36.0,72.0,36.0,72.0,0.0,0.0,27.0,58.0,7.0,12.0,2.0,2.0,18.0,47.0,3.0,3.0,15.0,22.0,30.0,80.0,31.0,81.0,0.0,0.0,9.0,45.0,2.0,11.0,19.0,24.0,29.0,79.0,1.0,1.0,0.0,0.0
Michelle Waterson-Gomez,0,0,0,4.05,Angela Hill,0,0,0,2.17,Red,Women's Strawweight,0,UFC Fight Night: Waterson vs. Hill,Decision - Split,5,5:00,2020-09-12,"Las Vegas, Nevada, USA",128.0,324.0,162.0,361.0,1.0,18.0,65.0,234.0,40.0,59.0,23.0,31.0,110.0,300.0,13.0,17.0,5.0,7.0,131.0,261.0,146.0,278.0,0.0,0.0,82.0,194.0,45.0,63.0,4.0,4.0,105.0,231.0,25.0,29.0,1.0,1.0
Ottman Azaitar,0,0,0,0.1,Khama Worthy,0,0,0,0.0,Red,Lightweight,0,UFC Fight Night: Waterson vs. Hill,KO/TKO,1,1:33,2020-09-12,"Las Vegas, Nevada, USA",16.0,22.0,16.0,22.0,0.0,0.0,12.0,18.0,4.0,4.0,0.0,0.0,3.0,5.0,6.0,10.0,7.0,7.0,1.0,9.0,1.0,9.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0
Roxanne Modafferi,0,0,0,4.82,Andrea Lee,0,0,2,1.62,Red,Women's Flyweight,0,UFC Fight Night: Waterson vs. Hill,Decision - Unanimous,3,5:00,2020-09-12,"Las Vegas, Nevada, USA",60.0,169.0,129.0,267.0,4.0,7.0,56.0,162.0,2.0,5.0,2.0,2.0,57.0,165.0,0.0,1.0,3.0,3.0,97.0,189.0,118.0,210.0,3.0,4.0,50.0,128.0,23.0,36.0,24.0,25.0,89.0,178.0,5.0,8.0,3.0,3.0
Ed Herman,0,1,1,4.15,Mike Rodriguez,2,0,0,3.27,Red,Light Heavyweight,0,UFC Fight Night: Waterson vs. Hill,Submission,3,2:41,2020-09-12,"Las Vegas, Nevada, USA",40.0,73.0,51.0,84.0,2.0,4.0,14.0,41.0,16.0,21.0,10.0,11.0,19.0,43.0,21.0,29.0,0.0,1.0,89.0,124.0,114.0,149.0,0.0,1.0,42.0,66.0,30.0,37.0,17.0,21.0,34.0,55.0,48.0,55.0,7.0,14.0
Bobby Green,0,0,0,7.52,Alan Patrick,0,0,0,1.72,Red,Lightweight,0,UFC Fight Night: Waterson vs. Hill,Decision - Unanimous,3,5:00,2020-09-12,"Las Vegas, Nevada, USA",61.0,95.0,109.0,149.0,4.0,6.0,41.0,74.0,18.0,19.0,2.0,2.0,35.0,63.0,17.0,18.0,9.0,14.0,19.0,69.0,38.0,89.0,1.0,6.0,8.0,50.0,7.0,15.0,4.0,4.0,18.0,68.0,0.0,0.0,1.0,1.0
Billy Quarantillo,1,0,0,3.4699999999999998,Kyle Nelson,0,0,0,1.45,Red,Featherweight,0,UFC Fight Night: Waterson vs. Hill,KO/TKO,3,0:07,2020-09-12,"Las Vegas, Nevada, USA",79.0,150.0,112.0,185.0,2.0,6.0,52.0,117.0,15.0,21.0,12.0,12.0,69.0,136.0,10.0,13.0,0.0,1.0,56.0,114.0,62.0,120.0,0.0,4.0,40.0,91.0,13.0,20.0,3.0,3.0,43.0,95.0,10.0,16.0,3.0,3.0
Julia Avila,0,0,0,1.9,Sijara Eubanks,0,3,1,10.2,Blue,Women's Bantamweight,0,UFC Fight Night: Waterson vs. Hill,Decision - Unanimous,3,5:00,2020-09-12,"Las Vegas, Nevada, USA",34.0,87.0,66.0,128.0,1.0,1.0,26.0,76.0,4.0,7.0,4.0,4.0,32.0,83.0,1.0,3.0,1.0,1.0,53.0,107.0,107.0,171.0,3.0,7.0,46.0,98.0,7.0,9.0,0.0,0.0,25.0,65.0,0.0,1.0,28.0,41.0
Roosevelt Roberts,0,0,0,0.0,Kevin Croom,1,1,0,0.25,No Contest,Lightweight,0,UFC Fight Night: Waterson vs. Hill,Overturned,1,0:31,2020-09-12,"Las Vegas, Nevada, USA",2.0,5.0,2.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,6.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0
Alexandr Romanov,0,2,0,8.25,Roque Martinez,0,0,0,0.0,Red,Heavyweight,0,UFC Fight Night: Waterson vs. Hill,Submission,2,4:22,2020-09-12,"Las Vegas, Nevada, USA",55.0,147.0,60.0,160.0,4.0,4.0,47.0,139.0,8.0,8.0,0.0,0.0,4.0,5.0,1.0,1.0,50.0,141.0,7.0,15.0,29.0,41.0,0.0,0.0,3.0,10.0,0.0,0.0,4.0,5.0,6.0,12.0,1.0,2.0,0.0,1.0
Brok Weaver,0,0,1,0.47,Jalin Turner,2,1,0,1.78,Blue,Catch Weight,0,UFC Fight Night: Waterson vs. Hill,Submission,2,4:20,2020-09-12,"Las Vegas, Nevada, USA",56.0,80.0,60.0,85.0,1.0,6.0,17.0,34.0,14.0,19.0,25.0,27.0,48.0,70.0,6.0,8.0,2.0,2.0,66.0,152.0,70.0,156.0,1.0,1.0,42.0,123.0,17.0,22.0,7.0,7.0,47.0,123.0,6.0,9.0,13.0,20.0
Bryan Barberena,0,2,0,1.95,Anthony Ivy,0,0,0,5.83,Red,Welterweight,0,UFC Fight Night: Waterson vs. Hill,Decision - Unanimous,3,5:00,2020-09-12,"Las Vegas, Nevada, USA",63.0,126.0,175.0,250.0,0.0,1.0,49.0,110.0,10.0,11.0,4.0,5.0,40.0,89.0,18.0,30.0,5.0,7.0,36.0,84.0,54.0,105.0,5.0,24.0,26.0,72.0,10.0,12.0,0.0,0.0,19.0,53.0,11.0,21.0,6.0,10.0
Sabina Mazo,1,1,0,0.23,Justine Kish,0,0,0,0.53,Red,Women's Flyweight,0,UFC Fight Night: Waterson vs. Hill,Submission,3,3:57,2020-09-12,"Las Vegas, Nevada, USA",131.0,275.0,131.0,275.0,0.0,0.0,45.0,158.0,27.0,38.0,59.0,79.0,123.0,264.0,8.0,10.0,0.0,1.0,93.0,210.0,94.0,212.0,1.0,3.0,25.0,118.0,23.0,38.0,45.0,54.0,88.0,199.0,4.0,8.0,1.0,3.0
