First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,10,0,0,http://ufcstats.com/fighter-details/01b352b6a9074d5c,6.51,47%,6.51,52%,0.00,0.00,0%,66%,0.0
Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,23,3,0,1,http://ufcstats.com/fighter-details/132deb59abae64b1,3.19,52%,1.90,63%,2.53,2.53,64%,70%,0.4
Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0,0,http://ufcstats.com/fighter-details/d7338bcb141abd2c,3.86,55%,2.93,52%,0.43,0.43,42%,53%,0.4
Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1,0,http://ufcstats.com/fighter-details/d4da8995fc91e7ef,2.06,35%,2.40,53%,0.49,0.49,50%,53%,0.7
Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1,0,http://ufcstats.com/fighter-details/fe435e440b5de0ff,2.45,36%,1.80,56%,2.83,2.83,29%,35%,1.2
Henrique,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1,0,http://ufcstats.com/fighter-details/5d1700cfbaafbe06,3.60,33%,6.00,16%,0.00,0.00,0%,50%,0.0
Shunichi,Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11,0,http://ufcstats.com/fighter-details/10657c60ce349e0f,0.14,33%,4.68,30%,0.00,0.00,0%,0%,0.0
Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0,0,http://ufcstats.com/fighter-details/a9a314cc77d90b6e,4.29,86%,2.14,0%,0.00,0.00,0%,75%,0.0
Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1,0,http://ufcstats.com/fighter-details/d9e1942637bd57a4,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2,0,http://ufcstats.com/fighter-details/a79bfbc01b2264d6,1.02,100%,4.07,55%,0.00,0.00,0%,0%,0.0
Wes,Shivers,,"6' 8""",--,--,,7,1,0,0,http://ufcstats.com/fighter-details/ad863b0d57952c57,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0,0,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c,4.36,60%,1.71,63%,0.00,0.00,0%,0%,0.0
Josh,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0,0,http://ufcstats.com/fighter-details/1d36f1ac66cf689d,1.40,33%,1.75,60%,0.00,0.00,0%,61%,0.8
Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0,0,http://ufcstats.com/fighter-details/821cd80aab70d5f9,0.87,32%,0.87,58%,0.00,0.00,0%,23%,0.0
Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,0,http://ufcstats.com/fighter-details/b0c95dc8e858452c,1.03,34%,2.63,53%,1.79,1.79,73%,82%,0.4
Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,3,1,0,http://ufcstats.com/fighter-details/1a54231796e24a3f,1.27,20%,6.13,40%,0.00,0.00,0%,75%,0.0
Jack,Shore,Tank,"5' 8""",135 lbs.,"71.0""",Orthodox,16,1,0,0,http://ufcstats.com/fighter-details/b8a85389d115e35a,3.96,58%,2.34,57%,3.66,3.66,39%,80%,0.6
Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,0,http://ufcstats.com/fighter-details/35cc17760b06f36d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1,0,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,0,http://ufcstats.com/fighter-details/585f9ffdb0cd0466,0.68,33%,1.36,0%,0.00,0.00,0%,0%,10.2
Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,0,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,2.46,33%,3.55,59%,1.45,1.45,43%,70%,0.9
Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0,0,http://ufcstats.com/fighter-details/cf772fb504842dc3,2.87,28%,4.48,61%,0.00,0.00,0%,0%,0.0
Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0,0,http://ufcstats.com/fighter-details/d188a3b817860ec6,3.21,41%,2.96,54%,0.47,0.47,21%,55%,1.6
Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/3cf68c1d17f66af7,1.08,26%,1.96,50%,1.47,1.47,50%,80%,0.0
Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,0,http://ufcstats.com/fighter-details/9a08c2753184ac6d,1.02,36%,1.53,57%,3.83,3.83,100%,0%,0.0
Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0,0,http://ufcstats.com/fighter-details/e091482fa6648261,1.42,46%,4.20,54%,2.66,2.66,34%,25%,1.8
Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0,0,http://ufcstats.com/fighter-details/1f454354805b6f75,3.05,61%,2.05,60%,0.50,0.50,77%,69%,0.8
Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1,0,http://ufcstats.com/fighter-details/a1f6999fe57236e0,2.79,40%,2.19,60%,0.97,0.97,53%,62%,0.6
Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0,0,http://ufcstats.com/fighter-details/2924886ee9c4c527,3.92,50%,2.55,67%,1.03,1.03,47%,70%,0.7
Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,0,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59,0.40,15%,2.72,47%,0.42,0.42,100%,16%,0.4
Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3,0,http://ufcstats.com/fighter-details/9211aae062b799d6,0.73,22%,2.93,52%,0.00,0.00,0%,0%,0.0
Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0,0,http://ufcstats.com/fighter-details/a1153013cb5f628f,2.69,14%,5.37,50%,0.00,0.00,0%,0%,0.0
Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,0,http://ufcstats.com/fighter-details/a6c32678efd4f434,2.86,65%,3.30,34%,3.30,3.30,100%,0%,0.0
Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1,0,http://ufcstats.com/fighter-details/53bb0d40905b87c0,1.13,34%,3.07,40%,0.00,0.00,0%,38%,1.0
Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1,0,http://ufcstats.com/fighter-details/8349d55cdecd393a,2.89,45%,3.09,50%,0.82,0.82,29%,66%,0.8
Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0,0,http://ufcstats.com/fighter-details/2ba479b409011527,0.09,11%,5.90,38%,0.00,0.00,0%,0%,0.0
Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,0,http://ufcstats.com/fighter-details/5866fc86183a9fb8,2.50,48%,4.18,49%,0.85,0.85,35%,56%,1.4
Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1,0,http://ufcstats.com/fighter-details/159da492e000afbf,2.39,48%,2.08,63%,1.76,1.76,37%,65%,0.4
Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,3,0,0,http://ufcstats.com/fighter-details/6f7c616b98e18c29,2.81,41%,3.00,44%,2.63,2.63,25%,50%,1.3
Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/fb79582c410d049e,1.69,29%,2.87,65%,0.00,0.00,0%,58%,0.0
Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,0,http://ufcstats.com/fighter-details/a31358d90d4bb40a,0.67,50%,0.73,67%,0.00,0.00,0%,25%,1.0
Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,11,4,0,0,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,3.90,37%,4.55,56%,0.23,0.23,50%,64%,0.7
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,0,http://ufcstats.com/fighter-details/1b38a2b897f6209c,5.40,50%,1.80,59%,1.00,1.00,100%,71%,0.0
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/b19aecbfbb5508cc,6.33,51%,5.93,57%,0.00,0.00,0%,42%,0.0
Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,12,5,2,0,http://ufcstats.com/fighter-details/294aa73dbf37d281,2.98,46%,3.23,58%,2.89,2.89,31%,64%,0.0
Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,22,7,0,0,http://ufcstats.com/fighter-details/12ebd7d157e91701,4.94,51%,4.79,37%,0.89,0.89,18%,68%,0.0
Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0,0,http://ufcstats.com/fighter-details/002ca196477ce572,1.30,34%,3.47,45%,1.50,1.50,25%,38%,0.5
Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0,0,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7,4.17,44%,4.92,56%,1.51,1.51,100%,66%,0.0
Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,13,5,1,0,http://ufcstats.com/fighter-details/262d32ebda89efc4,6.40,51%,2.07,69%,2.00,2.00,66%,100%,0.0
Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0,0,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,0.46,40%,2.32,33%,0.00,0.00,0%,0%,0.0
Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"65.0""",Orthodox,7,0,0,0,http://ufcstats.com/fighter-details/4408865b4e65e374,4.27,56%,1.00,76%,3.00,3.00,100%,100%,1.0
Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,15,4,0,0,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,2.49,26%,3.95,35%,1.29,1.29,33%,0%,3.9
Erik,Silva,,--,155 lbs.,--,,7,2,0,0,http://ufcstats.com/fighter-details/21b813b919776d90,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,28,5,0,0,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,3.61,39%,4.03,57%,0.68,0.68,50%,69%,0.2
Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0,0,http://ufcstats.com/fighter-details/28e088bbcaaa6366,1.07,40%,0.54,50%,24.11,24.11,50%,0%,0.0
Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,0,http://ufcstats.com/fighter-details/f717b6002486f73f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,0,http://ufcstats.com/fighter-details/52ba464d9068d871,3.67,49%,2.97,51%,1.62,1.62,38%,85%,0.2
Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,0.79,21%,1.92,74%,0.00,0.00,0%,50%,0.0
Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,20,3,0,0,http://ufcstats.com/fighter-details/5987b2458f4b5290,3.04,44%,2.95,64%,6.55,6.55,52%,75%,0.5
Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/d5f820c11a121050,3.60,52%,2.53,56%,3.78,3.78,34%,83%,0.5
Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1,0,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,0.98,51%,2.95,37%,0.00,0.00,0%,40%,2.3
Marlon,Sims,,--,170 lbs.,--,,3,4,0,0,http://ufcstats.com/fighter-details/9eedac48b497de5a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,0,http://ufcstats.com/fighter-details/57bad6a84230f0c9,1.81,63%,0.76,65%,0.71,0.71,50%,50%,0.7
Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,0,http://ufcstats.com/fighter-details/59c6d5af765df641,0.81,66%,2.19,30%,0.00,0.00,0%,42%,1.2
Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,0,http://ufcstats.com/fighter-details/265589bdd93e7ce5,2.72,42%,6.17,57%,0.00,0.00,0%,75%,0.0
Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,0,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,1.20,33%,1.73,73%,0.00,0.00,0%,50%,0.0
Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,0,http://ufcstats.com/fighter-details/546015aa2ad945fd,2.55,39%,2.42,63%,0.39,0.39,25%,64%,0.8
Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,0,http://ufcstats.com/fighter-details/817e0bdf08efce2e,1.13,37%,4.60,53%,0.00,0.00,0%,0%,1.2
Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0,0,http://ufcstats.com/fighter-details/71ef1111bf829b82,5.50,56%,9.98,46%,1.53,1.53,20%,0%,0.0
Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db,2.80,42%,7.37,29%,0.00,0.00,0%,75%,0.0
AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,0,http://ufcstats.com/fighter-details/fce9b4056a8ef559,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,0,http://ufcstats.com/fighter-details/436cdea7bdfdc016,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,0,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,0,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,3.87,32%,2.67,65%,0.87,0.87,32%,65%,0.3
Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0,0,http://ufcstats.com/fighter-details/4bd6b4800070b069,2.01,40%,3.21,49%,1.74,1.74,34%,39%,2.3
Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/caced97768818230,0.00,0%,0.54,0%,0.00,0.00,0%,66%,0.0
Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0,0,http://ufcstats.com/fighter-details/c337c3c85b1871e0,0.53,50%,2.40,32%,5.00,5.00,27%,100%,1.0
Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,0,http://ufcstats.com/fighter-details/9db861c26b63daa8,4.00,48%,1.85,70%,9.23,9.23,100%,100%,0.0
Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,0,http://ufcstats.com/fighter-details/80e6d71e14c1d356,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,0,http://ufcstats.com/fighter-details/a2d1d3d144fed708,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2,0,http://ufcstats.com/fighter-details/1979c80150f630c4,4.95,52%,5.05,54%,1.55,1.55,50%,100%,1.6
Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0,0,http://ufcstats.com/fighter-details/33e33d51f289d2a1,0.41,46%,0.47,60%,0.89,0.89,50%,20%,0.9
Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0,0,http://ufcstats.com/fighter-details/46c8ec317aff28ac,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0,0,http://ufcstats.com/fighter-details/3410cf010558dc8b,1.90,27%,5.87,50%,0.12,0.12,6%,58%,0.5
Eric,Smith,,--,--,--,Southpaw,1,1,0,0,http://ufcstats.com/fighter-details/9114c8ded5ccd71d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0,0,http://ufcstats.com/fighter-details/f626aa1c85f8af03,0.73,28%,1.40,54%,0.00,0.00,0%,57%,2.0
David,Smith,,--,155 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/e955046551f8c7dd,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Adam,Smith,,--,--,--,,0,3,0,0,http://ufcstats.com/fighter-details/754968e325d6f60d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,0,http://ufcstats.com/fighter-details/ffee353f55e3aa2c,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,0,http://ufcstats.com/fighter-details/f797f0c57a83353e,3.29,55%,3.31,51%,1.70,1.70,32%,60%,0.7
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,36,16,0,0,http://ufcstats.com/fighter-details/d4c9dcd330403612,3.03,47%,4.31,42%,0.46,0.46,28%,48%,0.8
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/2e25c1d983c26311,1.64,41%,2.30,51%,4.09,4.09,36%,25%,1.4
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0,0,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,1.09,41%,2.73,35%,3.51,3.51,60%,0%,1.2
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,0,http://ufcstats.com/fighter-details/76984112f697631f,7.56,40%,8.41,51%,0.00,0.00,0%,62%,0.0
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0,0,http://ufcstats.com/fighter-details/207773daeb4afa7b,4.55,53%,3.91,49%,0.35,0.35,25%,85%,0.3
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,0,http://ufcstats.com/fighter-details/56709e66f1c6008f,1.78,35%,1.96,49%,1.67,1.67,33%,45%,1.7
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,0,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,1.28,38%,2.04,35%,0.00,0.00,0%,33%,2.3
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,0,http://ufcstats.com/fighter-details/625b65b45c1c6888,2.95,36%,3.53,68%,2.16,2.16,33%,57%,0.0
Justin,Smitley,,--,145 lbs.,--,,10,7,1,0,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,0,http://ufcstats.com/fighter-details/75afb06215a07341,1.44,42%,3.81,55%,0.00,0.00,0%,75%,0.0
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0,0,http://ufcstats.com/fighter-details/d2bc285ead803db0,4.67,47%,4.11,53%,1.69,1.69,35%,32%,1.8
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,7,1,0,0,http://ufcstats.com/fighter-details/1b0491ef0f9c965e,0.00,0%,1.54,83%,23.08,23.08,100%,0%,0.0
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,0,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,1.98,77%,2.26,65%,8.49,8.49,66%,0%,0.0
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,0,http://ufcstats.com/fighter-details/7684c8137b4545ba,2.60,68%,6.73,25%,4.00,4.00,26%,100%,0.0
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,0,http://ufcstats.com/fighter-details/03b1e846b09f721d,0.00,0%,5.45,33%,0.00,0.00,0%,0%,0.0
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,0,http://ufcstats.com/fighter-details/1fcfc3709fe58151,2.14,40%,2.90,58%,1.53,1.53,32%,77%,0.5
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,0,http://ufcstats.com/fighter-details/d468288756ae3982,2.23,45%,1.53,57%,2.48,2.48,42%,65%,2.6
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,0,http://ufcstats.com/fighter-details/d1152823307d7e7c,2.26,45%,2.61,56%,1.93,1.93,47%,78%,0.9
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,12,3,0,0,http://ufcstats.com/fighter-details/af65aa688d13eedf,2.54,56%,1.74,50%,2.44,2.44,47%,50%,1.1
Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,0,http://ufcstats.com/fighter-details/324c7a749128df8d,0.00,0%,2.80,37%,0.00,0.00,0%,33%,0.0
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,0,http://ufcstats.com/fighter-details/83b743fedde154fb,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Paul,Song,,--,185 lbs.,--,,2,2,0,0,http://ufcstats.com/fighter-details/9775eabcb1be1a00,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,18,6,0,0,http://ufcstats.com/fighter-details/32490e80ddab1e5a,4.39,46%,4.37,54%,0.00,0.00,0%,50%,0.0
Song,Yadong,,"5' 8""",135 lbs.,"67.0""",Orthodox,19,6,1,0,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,4.92,42%,3.78,59%,0.45,0.45,42%,60%,0.3
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1,0,http://ufcstats.com/fighter-details/48d1f690b763934c,3.08,43%,1.10,62%,3.81,3.81,59%,66%,0.4
Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,0,http://ufcstats.com/fighter-details/3324129f3745b300,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/7c9c6a884be167fe,5.10,36%,7.63,52%,1.50,1.50,25%,100%,0.0
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0,0,http://ufcstats.com/fighter-details/4c9b84d559822830,4.79,50%,4.79,48%,0.00,0.00,0%,100%,8.3
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0,0,http://ufcstats.com/fighter-details/bd5403efbaa445c0,3.18,61%,2.14,56%,1.33,1.33,55%,52%,0.0
Punahele,Soriano,Puna,"5' 11""",185 lbs.,"72.0""",Southpaw,9,2,0,0,http://ufcstats.com/fighter-details/64facb6cc564262d,3.95,47%,3.42,52%,1.02,1.02,57%,31%,0.0
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,0,http://ufcstats.com/fighter-details/85ff1b9471d35238,2.95,70%,2.53,35%,3.16,3.16,66%,100%,3.2
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0,0,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,2.31,31%,4.30,47%,0.00,0.00,0%,0%,0.0
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,0,http://ufcstats.com/fighter-details/59583ff832fe9d68,3.37,39%,3.13,58%,0.52,0.52,25%,71%,1.0
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0,0,http://ufcstats.com/fighter-details/896c322f56b8be5a,2.61,27%,2.52,67%,2.32,2.32,31%,53%,1.6
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/9c669abd35b2522f,3.21,63%,2.61,52%,1.49,1.49,27%,44%,1.0
Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1,0,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,2.95,25%,5.02,59%,2.82,2.82,30%,0%,0.0
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,0,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,3.36,41%,5.37,67%,0.85,0.85,21%,70%,1.9
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,0,http://ufcstats.com/fighter-details/cac3aaa66c20bee1,1.43,23%,5.23,42%,0.00,0.00,0%,0%,0.0
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0,0,http://ufcstats.com/fighter-details/d0e50a3d1b250708,2.77,44%,4.31,49%,1.25,1.25,53%,58%,0.2
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,12,2,0,0,http://ufcstats.com/fighter-details/72782745eb47161a,2.41,49%,2.97,26%,0.56,0.56,25%,20%,0.6
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,0,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7,0.99,39%,1.38,65%,3.98,3.98,78%,64%,1.3
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0,0,http://ufcstats.com/fighter-details/7a703c565ccaa18f,2.53,47%,2.83,62%,2.57,2.57,39%,57%,1.3
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,0,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,4.65,44%,2.91,58%,0.00,0.00,0%,50%,0.0
