Fighter,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str Acc. (pct),SApM,Str Def. (pct),TD Avg.,TD Acc. (pct),TD Def. (pct),Sub. Avg.,Link
Romie Aram,,5.83,170.0,,Orthodox,7,1,0,0,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
Felipe Arantes,Sertanejo,5.67,135.0,73.0,Orthodox,18,10,1,0,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,http://ufcstats.com/fighter-details/71002dbc1743b9a7
Igor Araujo,,6.08,170.0,77.0,Orthodox,25,9,0,0,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
Viviane Araujo,Vivi,5.33,125.0,68.0,Orthodox,11,3,0,0,4.76,0.48,5.13,0.58,2.23,0.6,0.9,0.6,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Julio Arce,,5.58,135.0,70.0,Southpaw,18,5,0,0,4.74,0.37,3.08,0.69,0.42,0.27,0.94,0.4,http://ufcstats.com/fighter-details/1291edf2d566a71a
Art Arciniega,King Arthur,5.67,145.0,,,15,7,0,0,1.53,0.46,2.73,0.51,0.0,0.0,0.5,1.0,http://ufcstats.com/fighter-details/d25e39e74efb0a77
Tristan Arenal,,,155.0,,,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9c9455912d917e4e
Dan Argueta,The Determined,5.58,145.0,68.0,Southpaw,8,1,0,0,1.8,0.45,2.13,0.39,1.0,0.33,0.5,0.0,http://ufcstats.com/fighter-details/e4ba58725825412d
Hashem Arkhagha,,6.17,185.0,75.0,Orthodox,6,1,0,0,1.84,0.44,8.97,0.43,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/9a7ffa80766caa51
Andrei Arlovski,The Pitbull,6.25,240.0,77.0,Orthodox,34,20,0,0,3.81,0.45,3.2,0.57,0.4,0.36,0.76,0.2,http://ufcstats.com/fighter-details/3738e68d2261e60f
Garrett Armfield,,5.5,145.0,70.0,Orthodox,8,3,0,0,2.56,0.29,3.53,0.59,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Joey Armstrong,,,,,,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/30ad2050273d016a
Austin Arnett,,6.0,145.0,72.0,Orthodox,16,6,0,0,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,http://ufcstats.com/fighter-details/bf0e700106d00e55
Ricardo Arona,The Brazilian Tiger,5.92,205.0,,Orthodox,14,5,0,0,1.66,0.48,1.15,0.57,2.41,0.48,0.58,1.2,http://ufcstats.com/fighter-details/05fbfe628658c538
Chalid Arrab,Die Faust,5.92,205.0,,Orthodox,7,3,0,0,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1.0,http://ufcstats.com/fighter-details/770b9d4813c25902
Akbarh Arreola,El Caballero,5.83,155.0,71.0,Southpaw,23,11,1,0,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,http://ufcstats.com/fighter-details/c136b2a8852da5bd
Matt Arroyo,No Regard,5.83,170.0,72.0,Orthodox,3,3,0,0,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,http://ufcstats.com/fighter-details/de62052b2ede65ba
Antonio Arroyo,,6.25,185.0,73.0,Orthodox,9,5,0,0,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Gilles Arsene,,5.75,190.0,,Southpaw,1,1,0,0,0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2dea80c069847321
Veta Arteaga,,5.58,125.0,,,3,1,0,0,3.2,0.36,1.92,0.65,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/91e3388e69060e69
Cesar Arzamendia,Goku,5.92,155.0,,Orthodox,8,3,0,0,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4,http://ufcstats.com/fighter-details/49f78022126bf4a4
Teddy Ash,Bear,6.08,185.0,73.0,Switch,14,5,0,0,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a373085066dbfb54
Arman Ashimov,Mustafa Ozturik,5.5,125.0,,,11,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d26a0988c9dc9886
,,5.5,135.0,,,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar Askar,AK-47,5.58,145.0,69.0,Orthodox,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2abc414136504554
Askar Askarov,Bullet,5.5,125.0,67.0,Orthodox,14,1,1,0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril Asker,Silverback,6.0,247.0,74.0,Orthodox,9,4,0,0,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,http://ufcstats.com/fighter-details/9be6020024133293
Khusein Askhabov,Lion,5.67,135.0,,,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott Askham,,6.25,185.0,75.0,Southpaw,14,4,0,0,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben Askren,Funky,5.92,170.0,73.0,Orthodox,19,2,0,0,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo Aslan,The Last Ottoman,6.25,205.0,,,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom Aspinall,,6.42,256.0,78.0,Orthodox,12,2,0,0,7.33,0.65,2.65,0.64,4.07,1.0,1.0,2.0,http://ufcstats.com/fighter-details/399afbabc02376b5
Bruno Assis,Brunao,6.17,185.0,,Orthodox,8,4,0,0,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0,http://ufcstats.com/fighter-details/ff222167cce02919
Junior Assuncao,,5.75,145.0,72.0,Orthodox,16,6,0,0,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael Assuncao,,5.42,135.0,66.0,Orthodox,27,9,0,0,3.2,0.4,2.34,0.68,1.44,0.38,0.77,0.3,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Bazigit Atajev,Volk,6.08,230.0,,Orthodox,17,1,0,0,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich Attonito,The Raging Bull,5.83,170.0,72.0,Orthodox,10,5,0,0,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier Aubin-Mercier,The Canadian Gangster,5.75,155.0,70.0,Southpaw,11,5,0,0,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat Audinwood,Awesomely Awesome,6.0,155.0,,Orthodox,11,2,1,0,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,http://ufcstats.com/fighter-details/196ed28337adc630
Jose Augusto,Gugu,6.25,251.0,,,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus Aurelio,Maximus,5.83,155.0,74.0,Orthodox,22,10,0,0,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,http://ufcstats.com/fighter-details/04643fd03d9159cc
David Avellan,,5.75,185.0,,Orthodox,2,1,0,0,3.33,0.25,10.0,0.57,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas Avena,The Disciple,6.0,170.0,74.0,Orthodox,8,7,0,0,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,http://ufcstats.com/fighter-details/8753e125f4499816
Levi Avera,,6.08,170.0,,,18,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony Avila,,5.58,145.0,,,13,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/033d19259f589457
Chris Avila,,5.83,145.0,,Orthodox,5,4,0,0,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia Avila,Raging Panda,5.58,135.0,68.0,Orthodox,9,2,0,0,3.18,0.44,2.86,0.55,0.67,0.33,0.61,0.3,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad Awad,Assassin,5.92,155.0,,,20,9,0,0,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,http://ufcstats.com/fighter-details/da603332ad41f165
Javy Ayala,Eye Candy,6.08,265.0,,,10,5,0,0,0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin Ayari,,6.0,155.0,73.0,Orthodox,16,6,0,0,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu Azaitar,Captain Morocco,5.75,185.0,76.0,Orthodox,14,3,1,0,5.21,0.44,5.35,0.5,0.5,0.25,0.4,0.0,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar,Bulldozer,5.67,155.0,71.0,Switch,13,0,0,0,8.43,0.57,1.76,0.67,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz Azeredo,,5.75,154.0,,Orthodox,15,10,0,0,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano Azevedo,,6.25,161.0,,Orthodox,17,9,1,0,0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter Azure,,5.67,145.0,69.0,Orthodox,9,2,0,0,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas Backstrom,,6.08,145.0,,Orthodox,11,3,0,0,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth Baczynski,The Polish Pistola,6.25,170.0,75.0,Orthodox,20,14,0,0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Ryan Bader,Darth,6.17,205.0,74.0,Orthodox,23,5,0,0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela Badurek,,5.42,115.0,,Orthodox,6,3,0,0,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel Baeza,Caramel Thunder,6.17,170.0,74.0,Orthodox,10,3,0,0,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali Bagautinov,Puncher,5.33,125.0,65.0,Orthodox,15,6,0,0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi Baghdad,The Sultan,6.08,155.0,,Orthodox,11,5,0,0,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik Baghdasaryan,The Gun,5.75,145.0,70.0,Southpaw,7,1,0,0,6.0,0.62,3.48,0.53,0.0,0.0,0.76,0.0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar Bahadurzada,The Great,5.92,170.0,73.0,Orthodox,24,8,1,0,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,La Jaula,6.25,155.0,75.0,Orthodox,13,4,0,0,8.33,0.47,5.03,0.58,0.0,0.0,0.95,0.6,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Shamar Bailey,,5.75,155.0,75.0,Southpaw,16,11,0,0,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan Bailey,,5.75,145.0,,,6,3,0,0,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott Baker,,6.0,210.0,,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan Baker,The Beast,6.25,185.0,,Orthodox,18,5,0,0,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin Bala,,5.75,155.0,,,23,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/371efa53bd0cf669
,The Snow Leopard,5.75,155.0,,Orthodox,24,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale Bamgbose,Holy War Angel,5.92,185.0,78.0,Switch,6,4,0,0,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen Banaszak,,6.0,145.0,,,5,5,0,0,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin Bandel,Bomba,5.83,155.0,,Orthodox,15,7,0,0,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto Bandenay,,5.92,145.0,71.0,Southpaw,14,7,0,0,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,Supernatural,5.75,155.0,71.0,Switch,18,10,0,0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan Banks,,,,,,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Antonio Banuelos,,5.42,135.0,63.0,Orthodox,20,11,1,0,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Renan Barao,The Baron,5.5,145.0,70.0,Orthodox,34,9,0,0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior Barata,,5.83,170.0,,Orthodox,9,3,1,0,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee Barber,The Future,5.42,125.0,65.0,Switch,11,2,0,0,4.42,0.53,2.64,0.53,1.12,0.32,0.66,0.1,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,Bam Bam,6.0,170.0,72.0,Southpaw,18,8,0,0,6.11,0.48,5.01,0.44,0.16,0.25,0.55,0.3,http://ufcstats.com/fighter-details/a331233f597090a5
Edson Barboza,Junior,5.92,145.0,75.0,Orthodox,22,11,0,0,3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,,5.58,135.0,67.0,Orthodox,16,3,0,0,5.98,0.51,5.64,0.61,1.66,0.43,0.92,0.5,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,,5.5,125.0,66.0,Orthodox,12,5,0,0,3.47,0.5,5.13,0.53,5.0,0.31,1.0,2.0,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Luke Barnatt,The Bigslow,6.5,185.0,77.0,Orthodox,13,4,0,0,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,Mooka,5.67,135.0,71.0,Orthodox,14,5,0,0,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick Barnes,,5.92,170.0,,,11,2,0,0,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte Barnes,Shyne,5.92,185.0,76.0,Southpaw,6,2,1,0,2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,The Warmaster,6.25,250.0,78.0,Orthodox,35,8,0,0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,Beastboy,5.75,265.0,75.0,Orthodox,22,8,0,0,3.6,0.45,5.59,0.37,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,,,,,,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David Baron,,5.5,155.0,,Switch,17,4,1,0,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil Baroni,The New York Bad Ass,5.75,170.0,72.0,Orthodox,15,18,0,0,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,http://ufcstats.com/fighter-details/1652f3213655b935
Dan Barrera,The Fireman,5.75,170.0,,Orthodox,3,1,0,0,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos Barreto,,6.33,230.0,,Orthodox,14,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose Barreto,,,185.0,,Southpaw,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter Barrett,Slippery,5.83,145.0,73.0,Southpaw,11,5,0,0,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,Powerbar,6.08,185.0,74.0,Orthodox,14,5,0,0,5.79,0.46,5.04,0.55,0.34,0.25,0.68,0.2,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David Barrios,,5.5,145.0,,,4,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre Barros,Baixinho,5.75,170.0,,Southpaw,22,11,0,0,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo Barros,,6.08,205.0,,,2,2,0,0,0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar Barroso,Bodao,6.08,205.0,75.0,Orthodox,19,7,0,0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,HD,5.92,235.0,74.0,Orthodox,8,7,0,0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean Barry,The Sniper,5.83,170.0,72.0,Orthodox,4,2,0,0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique Barzola,El Fuerte,5.58,145.0,70.0,Orthodox,17,5,2,0,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,The Snow Leopard,5.75,135.0,69.0,Orthodox,12,0,0,0,5.45,0.58,2.53,0.64,1.54,0.6,1.0,0.5,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat,Ferocious,,135.0,,,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Stephen Bass,Bigfish,5.75,145.0,,Orthodox,11,2,0,0,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean Bassett,,,155.0,,,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan Bastianelli,Relentless,5.42,135.0,,,6,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna Baszler,The Queen of Spades,5.58,135.0,,Orthodox,15,11,0,0,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Michel Batista,,6.25,260.0,,Orthodox,4,1,0,0,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan Battle,Pooh Bear,6.08,170.0,77.0,Orthodox,8,1,0,0,7.1,0.56,4.58,0.4,1.35,0.22,0.55,0.7,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,The Black Samourai,6.25,243.0,79.0,Orthodox,8,4,0,0,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,,5.75,135.0,69.0,Switch,10,2,0,0,5.27,0.48,3.96,0.56,2.17,0.63,0.66,0.3,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,Real Deal,5.58,125.0,69.0,Orthodox,10,5,0,0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,http://ufcstats.com/fighter-details/55f446032177b119
Rudy Bears,,5.92,170.0,,Southpaw,16,15,0,0,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador Becerra,,5.75,155.0,,,5,2,0,0,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel Beck,,5.5,125.0,66.0,Southpaw,4,5,0,0,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jeff Bedard,Little Popeye,5.5,145.0,,Orthodox,13,3,0,0,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric Bedard,Lucky Strikes,6.17,239.0,,,6,7,0,0,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny Bedford,Brutal,5.83,135.0,71.0,Orthodox,21,13,1,0,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Chase Beebe,,5.58,135.0,67.0,Orthodox,24,13,1,0,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle Beerbohm,Fancy Pants,5.83,155.0,,Southpaw,24,3,0,0,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,http://ufcstats.com/fighter-details/babc6b5745335f18
Mirsad Bektic,,5.67,145.0,70.0,Orthodox,13,4,0,0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,The Warrior Princess,5.58,115.0,68.0,Orthodox,14,7,0,0,6.43,0.42,6.18,0.5,0.63,0.5,0.68,0.0,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,The Talent,6.17,185.0,75.0,Orthodox,18,8,0,0,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,The Phenom,6.0,185.0,74.0,Southpaw,26,14,0,0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Rodolfo Bellato,Trator,,205.0,,,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,Caterpillar,6.0,155.0,74.0,Southpaw,12,5,0,0,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,The Mexicutioner,6.08,185.0,75.0,Orthodox,17,14,0,0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,Psycho,5.67,125.0,69.0,Orthodox,8,6,0,0,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,,5.33,125.0,65.0,Southpaw,28,8,0,0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike Bencic,Batman,6.0,215.0,,Orthodox,1,2,0,0,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave Beneteau,Dangerous,6.17,250.0,,Orthodox,6,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla Benitez,,5.25,113.0,,,14,11,1,0,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel Benitez,Moggly,5.67,145.0,71.0,Southpaw,22,11,0,0,4.6,0.4,3.98,0.65,0.14,0.5,0.58,1.1,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles Bennett,Krazy Horse,5.67,155.0,,Orthodox,30,33,2,0,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh Bennett,,6.33,259.0,,Orthodox,11,14,0,0,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna Bennett,The Argentine Assassin,5.33,125.0,68.0,Orthodox,8,3,1,0,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,http://ufcstats.com/fighter-details/404ecb2700844072
Lance Benoist,,5.92,170.0,72.0,Southpaw,7,2,0,0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,http://ufcstats.com/fighter-details/5431dccc09118234
Joe Benoit,,5.75,170.0,,Orthodox,11,4,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan Benoit,Baby Face,5.42,125.0,68.0,Orthodox,10,8,0,0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat Benson,,5.75,155.0,,,3,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a25f3dc0df974597
